collection_ts	contention_duration	waiting_txn_id	waiting_txn_fingerprint_id	waiting_stmt_fingerprint_id	waiting_stmt_query	blocking_txn_id	blocking_txn_fingerprint_id	blocking_txn_queries_unordered	contending_pretty_key	index_name	table_name	database_name
2025-07-21 06:07:21.572934+00	00:00:00.018131	dd036ff5-b3be-44a6-812e-e222af65dbaa	\x7a1968327cd832f5	\x21b1f5f82ae0f213	INSERT INTO order_line(ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info) VALUES (_, __more__), (__more__)	e60fe76e-9467-464d-a0ac-eeab7e3c25b6	\xacb710e919c68c17	"{""SELECT i_price, i_name, i_data FROM item WHERE i_id IN (_, __more__) ORDER BY i_id"",""INSERT INTO \""order\""(o_id, o_d_id, o_w_id, o_c_id, o_entry_d, o_ol_cnt, o_all_local) VALUES (_, __more__)"",""INSERT INTO order_line(ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info) VALUES (_, __more__), (__more__)"",""SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_08 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE"",""SELECT w_tax FROM warehouse WHERE w_id = _"",""UPDATE district SET d_next_o_id = d_next_o_id + _ WHERE (d_w_id = _) AND (d_id = _) RETURNING d_tax, d_next_o_id"",""SELECT c_discount, c_last, c_credit FROM customer WHERE ((c_w_id = _) AND (c_d_id = _)) AND (c_id = _)"",""INSERT INTO new_order(no_o_id, no_d_id, no_w_id) VALUES (_, __more__)""}"	/Table/1312/1/8304/8304/0	[dropped index]	[dropped table id: 1312]	
2025-07-21 07:26:35.496909+00	00:00:00.018413	354c99b6-b1cd-4b4a-ab7d-7954e9b049e8	\xacb710e919c68c17	\x4b5c21d8a388dd1f	SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_08 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE	a9fbd68e-d97a-4b65-867a-d92eb2eeffac	\xf5cd15332044ad2d	"{""SELECT i_price, i_name, i_data FROM item WHERE i_id IN (_, __more__) ORDER BY i_id"",""INSERT INTO \""order\""(o_id, o_d_id, o_w_id, o_c_id, o_entry_d, o_ol_cnt, o_all_local) VALUES (_, __more__)"",""INSERT INTO order_line(ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info) VALUES (_, __more__), (__more__)"",""SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_05 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE"",""SELECT w_tax FROM warehouse WHERE w_id = _"",""UPDATE district SET d_next_o_id = d_next_o_id + _ WHERE (d_w_id = _) AND (d_id = _) RETURNING d_tax, d_next_o_id"",""SELECT c_discount, c_last, c_credit FROM customer WHERE ((c_w_id = _) AND (c_d_id = _)) AND (c_id = _)"",""INSERT INTO new_order(no_o_id, no_d_id, no_w_id) VALUES (_, __more__)""}"	/Table/1334/1/3905/3905/0	[dropped index]	[dropped table id: 1334]	
2025-07-21 06:07:37.314741+00	00:00:00.023653	bdf13a8d-5a63-4d61-ace9-44aa0bb9d9dd	\x41b9063a377f7c43	\x91f6095db41c5136	SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_03 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE	21a90f69-c8a7-464e-b188-46adb0918e6a	\xc07e32197ea9bbb0	"{""SELECT i_price, i_name, i_data FROM item WHERE i_id IN (_, __more__) ORDER BY i_id"",""INSERT INTO \""order\""(o_id, o_d_id, o_w_id, o_c_id, o_entry_d, o_ol_cnt, o_all_local) VALUES (_, __more__)"",""INSERT INTO order_line(ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info) VALUES (_, __more__), (__more__)"",""SELECT w_tax FROM warehouse WHERE w_id = _"",""UPDATE district SET d_next_o_id = d_next_o_id + _ WHERE (d_w_id = _) AND (d_id = _) RETURNING d_tax, d_next_o_id"",""SELECT c_discount, c_last, c_credit FROM customer WHERE ((c_w_id = _) AND (c_d_id = _)) AND (c_id = _)"",""INSERT INTO new_order(no_o_id, no_d_id, no_w_id) VALUES (_, __more__)"",""SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_02 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE""}"	/Table/1312/1/9101/9101/0	[dropped index]	[dropped table id: 1312]	
2025-07-21 06:07:30.855126+00	00:00:00.012636	75130c45-c0b8-4810-967f-6729a69481d8	\xc084a165e8b2b673	\x55960f8c9ecf7806	SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_10 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE	fc373663-a70d-4a72-b057-58c4b0149600	\xc07e32197ea9bbb0	"{""SELECT i_price, i_name, i_data FROM item WHERE i_id IN (_, __more__) ORDER BY i_id"",""INSERT INTO \""order\""(o_id, o_d_id, o_w_id, o_c_id, o_entry_d, o_ol_cnt, o_all_local) VALUES (_, __more__)"",""INSERT INTO order_line(ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info) VALUES (_, __more__), (__more__)"",""SELECT w_tax FROM warehouse WHERE w_id = _"",""UPDATE district SET d_next_o_id = d_next_o_id + _ WHERE (d_w_id = _) AND (d_id = _) RETURNING d_tax, d_next_o_id"",""SELECT c_discount, c_last, c_credit FROM customer WHERE ((c_w_id = _) AND (c_d_id = _)) AND (c_id = _)"",""INSERT INTO new_order(no_o_id, no_d_id, no_w_id) VALUES (_, __more__)"",""SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_02 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE""}"	/Table/1312/1/3902/3902/0	[dropped index]	[dropped table id: 1312]	
2025-07-21 06:18:33.08225+00	00:00:00.015911	d2e2ac66-9362-4cfd-9baa-f01a2087d48e	\xb97adbcc2a0d92c2	\x7eadb7fce969dd3f	SELECT count(DISTINCT s_i_id) FROM order_line JOIN stock ON (s_w_id = _) AND (s_i_id = ol_i_id) WHERE (((ol_w_id = _) AND (ol_d_id = _)) AND (ol_o_id BETWEEN (_) AND (_))) AND (s_quantity < _)	a836b484-2a2d-4df6-b71f-76c13496c5e7	\xfda7c4ddc95ea9f5	"{""SELECT i_price, i_name, i_data FROM item WHERE i_id IN (_, __more__) ORDER BY i_id"",""INSERT INTO \""order\""(o_id, o_d_id, o_w_id, o_c_id, o_entry_d, o_ol_cnt, o_all_local) VALUES (_, __more__)"",""INSERT INTO order_line(ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info) VALUES (_, __more__), (__more__)"",""SELECT w_tax FROM warehouse WHERE w_id = _"",""UPDATE district SET d_next_o_id = d_next_o_id + _ WHERE (d_w_id = _) AND (d_id = _) RETURNING d_tax, d_next_o_id"",""SELECT c_discount, c_last, c_credit FROM customer WHERE ((c_w_id = _) AND (c_d_id = _)) AND (c_id = _)"",""INSERT INTO new_order(no_o_id, no_d_id, no_w_id) VALUES (_, __more__)"",""SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_09 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE""}"	/Table/1324/1/201/201/-209/15641/0	[dropped index]	[dropped table id: 1324]	
2025-07-21 06:07:26.721909+00	00:00:00.019265	3295f15e-a957-425c-bcd5-3d9a81fc2ca0	\xb97adbcc2a0d92c2	\x7eadb7fce969dd3f	SELECT count(DISTINCT s_i_id) FROM order_line JOIN stock ON (s_w_id = _) AND (s_i_id = ol_i_id) WHERE (((ol_w_id = _) AND (ol_d_id = _)) AND (ol_o_id BETWEEN (_) AND (_))) AND (s_quantity < _)	3ea46136-a83d-4da2-a67e-cad2a8930dae	\x41b9063a377f7c43	"{""SELECT i_price, i_name, i_data FROM item WHERE i_id IN (_, __more__) ORDER BY i_id"",""INSERT INTO \""order\""(o_id, o_d_id, o_w_id, o_c_id, o_entry_d, o_ol_cnt, o_all_local) VALUES (_, __more__)"",""INSERT INTO order_line(ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info) VALUES (_, __more__), (__more__)"",""SELECT w_tax FROM warehouse WHERE w_id = _"",""UPDATE district SET d_next_o_id = d_next_o_id + _ WHERE (d_w_id = _) AND (d_id = _) RETURNING d_tax, d_next_o_id"",""SELECT c_discount, c_last, c_credit FROM customer WHERE ((c_w_id = _) AND (c_d_id = _)) AND (c_id = _)"",""INSERT INTO new_order(no_o_id, no_d_id, no_w_id) VALUES (_, __more__)"",""SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_03 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE""}"	/Table/1313/1/701/701/-702/19125/0	[dropped index]	[dropped table id: 1313]	
2025-07-21 06:07:23.230067+00	00:00:00.013253	46953225-7705-4874-82bd-16da10a4c2b4	\xb97adbcc2a0d92c2	\x7eadb7fce969dd3f	SELECT count(DISTINCT s_i_id) FROM order_line JOIN stock ON (s_w_id = _) AND (s_i_id = ol_i_id) WHERE (((ol_w_id = _) AND (ol_d_id = _)) AND (ol_o_id BETWEEN (_) AND (_))) AND (s_quantity < _)	7b85cf03-6d47-4424-82d3-af27e444a718	\x7efef34d787f70c9	"{""SELECT i_price, i_name, i_data FROM item WHERE i_id IN (_, __more__) ORDER BY i_id"",""INSERT INTO \""order\""(o_id, o_d_id, o_w_id, o_c_id, o_entry_d, o_ol_cnt, o_all_local) VALUES (_, __more__)"",""INSERT INTO order_line(ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info) VALUES (_, __more__), (__more__)"",""SELECT w_tax FROM warehouse WHERE w_id = _"",""UPDATE district SET d_next_o_id = d_next_o_id + _ WHERE (d_w_id = _) AND (d_id = _) RETURNING d_tax, d_next_o_id"",""SELECT c_discount, c_last, c_credit FROM customer WHERE ((c_w_id = _) AND (c_d_id = _)) AND (c_id = _)"",""INSERT INTO new_order(no_o_id, no_d_id, no_w_id) VALUES (_, __more__)"",""SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_07 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE""}"	/Table/1313/1/901/901/-911/13707/0	[dropped index]	[dropped table id: 1313]	
2025-07-21 06:07:23.764934+00	00:00:00.013817	5bd8dd4a-86c4-4d1e-8fc8-00190b9a5dae	\x8fd98591be48bfe9	\xf23f5f7d4b253fc8	SELECT ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_delivery_d FROM order_line WHERE ((ol_w_id = _) AND (ol_d_id = _)) AND (ol_o_id = _)	ccbdf321-efb7-4a23-845f-bb300d070bf7	\xc084a165e8b2b673	"{""SELECT i_price, i_name, i_data FROM item WHERE i_id IN (_, __more__) ORDER BY i_id"",""INSERT INTO \""order\""(o_id, o_d_id, o_w_id, o_c_id, o_entry_d, o_ol_cnt, o_all_local) VALUES (_, __more__)"",""INSERT INTO order_line(ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info) VALUES (_, __more__), (__more__)"",""SELECT w_tax FROM warehouse WHERE w_id = _"",""UPDATE district SET d_next_o_id = d_next_o_id + _ WHERE (d_w_id = _) AND (d_id = _) RETURNING d_tax, d_next_o_id"",""SELECT c_discount, c_last, c_credit FROM customer WHERE ((c_w_id = _) AND (c_d_id = _)) AND (c_id = _)"",""INSERT INTO new_order(no_o_id, no_d_id, no_w_id) VALUES (_, __more__)"",""SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_10 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE""}"	/Table/1313/1/5501/5501/-5509/14661/0	[dropped index]	[dropped table id: 1313]	
2025-07-21 06:07:25.652241+00	00:00:00.01107	018f9188-1e7c-4859-933a-1606e7b5ecd6	\x8fd98591be48bfe9	\x031367a81143f2d2	"SELECT o_id, o_entry_d, o_carrier_id FROM ""order"" WHERE ((o_w_id = _) AND (o_d_id = _)) AND (o_c_id = _) ORDER BY o_id DESC LIMIT _"	385e1407-7a5e-4e0c-893d-4702d6dc0391	\xd45ae4e29844a5e6	"{""SELECT i_price, i_name, i_data FROM item WHERE i_id IN (_, __more__) ORDER BY i_id"",""INSERT INTO \""order\""(o_id, o_d_id, o_w_id, o_c_id, o_entry_d, o_ol_cnt, o_all_local) VALUES (_, __more__)"",""INSERT INTO order_line(ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info) VALUES (_, __more__), (__more__)"",""SELECT w_tax FROM warehouse WHERE w_id = _"",""UPDATE district SET d_next_o_id = d_next_o_id + _ WHERE (d_w_id = _) AND (d_id = _) RETURNING d_tax, d_next_o_id"",""SELECT c_discount, c_last, c_credit FROM customer WHERE ((c_w_id = _) AND (c_d_id = _)) AND (c_id = _)"",""INSERT INTO new_order(no_o_id, no_d_id, no_w_id) VALUES (_, __more__)"",""SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_06 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE""}"	/Table/1309/2/2501/2501/2505/-13813/0	[dropped index]	[dropped table id: 1309]	
2025-07-21 06:07:30.635527+00	00:00:00.009298	88adf840-9acc-4cf5-a5b2-f8b2db2d317b	\x97fd128e9ca731a7	\x031367a81143f2d2	"SELECT o_id, o_entry_d, o_carrier_id FROM ""order"" WHERE ((o_w_id = _) AND (o_d_id = _)) AND (o_c_id = _) ORDER BY o_id DESC LIMIT _"	065369ae-eef2-458b-9dac-6ab09e7d909d	\xc07e32197ea9bbb0	"{""SELECT i_price, i_name, i_data FROM item WHERE i_id IN (_, __more__) ORDER BY i_id"",""INSERT INTO \""order\""(o_id, o_d_id, o_w_id, o_c_id, o_entry_d, o_ol_cnt, o_all_local) VALUES (_, __more__)"",""INSERT INTO order_line(ol_o_id, ol_d_id, ol_w_id, ol_number, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_dist_info) VALUES (_, __more__), (__more__)"",""SELECT w_tax FROM warehouse WHERE w_id = _"",""UPDATE district SET d_next_o_id = d_next_o_id + _ WHERE (d_w_id = _) AND (d_id = _) RETURNING d_tax, d_next_o_id"",""SELECT c_discount, c_last, c_credit FROM customer WHERE ((c_w_id = _) AND (c_d_id = _)) AND (c_id = _)"",""INSERT INTO new_order(no_o_id, no_d_id, no_w_id) VALUES (_, __more__)"",""SELECT s_quantity, s_ytd, s_order_cnt, s_remote_cnt, s_data, s_dist_02 FROM stock WHERE (s_i_id, s_w_id) IN ((_, __more__), __more__) ORDER BY s_i_id FOR UPDATE""}"	/Table/1309/2/1701/1701/1710/-17495/0	[dropped index]	[dropped table id: 1309]	
