txn_id	txn_fingerprint_id	query	implicit_txn	session_id	start_time	end_time	user_name	app_name	rows_read	rows_written	priority	retries	last_retry_reason	contention	problems	causes	stmt_execution_ids	cpu_sql_nanos	last_error_code	last_error_redactable	status
b2092fa9-0dee-43d7-8a7f-19485b9c5716	\x1268b36353a6100d	SET statement_timeout = _ ; TABLE system.span_configurations	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.903231	2025-07-22 05:19:06.904196	root	$ internal cockroach zip	83	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23650cd4680000000000000001,18547b23650fca380000000000000001}	29415	NULL		Failed
4df22204-fc1b-43a3-9995-8db9d1a73793	\x9d638ab46bb43568	SET statement_timeout = _ ; SELECT * FROM system.settings	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.902263	2025-07-22 05:19:06.903074	root	$ internal cockroach zip	3	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b2364fe7c880000000000000001,18547b236501fb100000000000000001}	5833	NULL		Failed
01f38b42-2485-4d61-bb31-736a8dafe218	\xcf0d49a95a399bff	SET statement_timeout = _ ; TABLE system.scheduled_jobs	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.901184	2025-07-22 05:19:06.902084	root	$ internal cockroach zip	2	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b2364ee6b400000000000000001,18547b2364f1de100000000000000001}	15750	NULL		Failed
25e513f2-7f3c-48e3-a779-10b4b2733406	\x7bac73d8d3fae4a6	SET statement_timeout = _ ; TABLE system.role_options	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.875739	2025-07-22 05:19:06.900943	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b236369bb580000000000000001,18547b23636c8a180000000000000001}	6249	NULL		Failed
b3b9f013-51dd-42ea-a17b-d81cd86b831d	\x5f4360c28a35c8e3	SET statement_timeout = _ ; TABLE system.role_members	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.874397	2025-07-22 05:19:06.875498	root	$ internal cockroach zip	1	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23635554b00000000000000001,18547b23635a75300000000000000001}	11166	NULL		Failed
170c9295-79cb-4baa-b1fb-6c70a4d580ad	\xfcf007d68e53c9c7	SET statement_timeout = _ ; TABLE system.role_id_seq	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.854015	2025-07-22 05:19:06.874155	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23621d7ca80000000000000001,18547b2362203fb00000000000000001}	319083	NULL		Failed
613a870a-aaa6-4e98-a9f1-71ffc8afbe44	\x8a222a05c6de154a	SET statement_timeout = _ ; TABLE system.reports_meta	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.853196	2025-07-22 05:19:06.853883	root	$ internal cockroach zip	3	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b236210edd00000000000000001,18547b236213cc300000000000000001}	4833	NULL		Failed
9ac5d097-61ef-4383-8beb-8f1a5955e1d5	\xa7c5f639c2fdfdd5	SET statement_timeout = _ ; TABLE system.replication_stats	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.852286	2025-07-22 05:19:06.853043	root	$ internal cockroach zip	15	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b236202e0280000000000000001,18547b236205a7180000000000000001}	8956	NULL		Failed
015a3cc5-dde3-45f9-a341-2c145068c2ae	\xdb0f69de9ed88ce5	SET statement_timeout = _ ; TABLE system.replication_critical_localities	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.851283	2025-07-22 05:19:06.852119	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b2361f386780000000000000001,18547b2361f65d080000000000000001}	6625	NULL		Failed
0a3cc4a6-557b-46c4-a030-3364570c1125	\x1ba2716f59714b8f	SET statement_timeout = _ ; TABLE system.replication_constraint_stats	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.850161	2025-07-22 05:19:06.851123	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b2361e29a700000000000000001,18547b2361e98fb00000000000000001}	4042	NULL		Failed
7984b0b1-6a71-4ffe-98b6-36a8dd9becf1	\x0739941ae2fd322a	SET statement_timeout = _ ; TABLE system.rangelog	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.846079	2025-07-22 05:19:06.849962	root	$ internal cockroach zip	269	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b2361a4aee00000000000000001,18547b2361a73b380000000000000001}	165462	NULL		Failed
e90870b0-4005-49f0-84a8-c3dadba77cae	\x9c180df7ef2c0ef4	SET statement_timeout = _ ; TABLE system.protected_ts_records	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.845228	2025-07-22 05:19:06.845919	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b236197be600000000000000001,18547b23619a3f000000000000000001}	5541	NULL		Failed
3bd331c1-de47-4b22-b493-b0b1d5c0a051	\x500da1738acfc891	SET statement_timeout = _ ; TABLE system.protected_ts_meta	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.844335	2025-07-22 05:19:06.845051	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23618a16480000000000000001,18547b23618cf4a80000000000000001}	3292	NULL		Failed
43c3c00b-1228-4489-9c29-ac0415581d91	\x7574ec26c291ef23	SET statement_timeout = _ ; TABLE system.privileges	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.843279	2025-07-22 05:19:06.844133	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23617a08e80000000000000001,18547b23617dbe200000000000000001}	6041	NULL		Failed
4bfb22f5-a190-4af2-93ce-0368d5a545ee	\x97babf2024250b64	SET statement_timeout = _ ; TABLE system.namespace	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.842146	2025-07-22 05:19:06.843106	root	$ internal cockroach zip	82	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23616943f00000000000000001,18547b23616cddd00000000000000001}	20835	NULL		Failed
506591f1-460e-4377-8dc7-f7735bae4f42	\xb2f947801ae0f6b6	SET statement_timeout = _ ; TABLE system.migrations	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.821065	2025-07-22 05:19:06.841953	root	$ internal cockroach zip	3	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b2360271b480000000000000001,18547b23602a57680000000000000001}	11082	NULL		Failed
fa9b4a81-7207-4c92-8b34-fbe9d56a0ad4	\x77aea4fcf822c947	SET statement_timeout = _ ; TABLE system.locations	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.803958	2025-07-22 05:19:06.820873	root	$ internal cockroach zip	5	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b235f21ec000000000000000001,18547b235f24dde80000000000000001}	9750	NULL		Failed
350a72ac-f68f-4511-9515-0d5d39c03e6e	\x42ee548fd5a1dfdd	SET statement_timeout = _ ; TABLE system.lease	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.802369	2025-07-22 05:19:06.80383	root	$ internal cockroach zip	79	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b235f0b91580000000000000001,18547b235f1123200000000000000001}	36335	NULL		Failed
db6c07e0-2aa1-443f-8443-e0903a2246a4	\x28eb926d7a213f95	SET statement_timeout = _ ; SELECT * FROM system.jobs	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.782391	2025-07-22 05:19:06.802156	root	$ internal cockroach zip	2648	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b235dd966700000000000000001,18547b235dde8ec00000000000000001}	906873	NULL		Failed
bcc0c102-d014-4c83-af34-0e5ff6f1652f	\xd34bf75178ac7505	SET statement_timeout = _ ; TABLE system.job_status	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.780583	2025-07-22 05:19:06.782186	root	$ internal cockroach zip	166	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b235dbe60780000000000000001,18547b235dc440600000000000000001}	35292	NULL		Failed
3eabdd8c-7afd-44de-b7b2-48ac6babe60f	\x510ef0e55a8ed483	SET statement_timeout = _ ; TABLE system.job_progress_history	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.753324	2025-07-22 05:19:06.78031	root	$ internal cockroach zip	11438	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b235c1e48f00000000000000001,18547b235c2467580000000000000001}	1445161	NULL		Failed
a41821b7-89df-4001-86e5-75dc533f3ed8	\x8053ea8ef57df204	SET statement_timeout = _ ; TABLE system.job_progress	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.745537	2025-07-22 05:19:06.753004	root	$ internal cockroach zip	2648	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b235ba68c980000000000000001,18547b235bac97780000000000000001}	352618	NULL		Failed
f97c4035-7675-45a8-a820-681ba207c3ad	\xc40477c70c53f6f8	SET statement_timeout = _ ; TABLE system.job_message	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.735271	2025-07-22 05:19:06.745383	root	$ internal cockroach zip	3183	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b235b09cf980000000000000001,18547b235b0ec5200000000000000001}	463544	NULL		Failed
6fdd9e05-d27d-4bb7-8889-d60ea50608bc	\x3af2cc385a7f1851	SET statement_timeout = _ ; SELECT * FROM system.job_info	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.553046	2025-07-22 05:19:06.735028	root	$ internal cockroach zip	5438	0	normal	0	NULL	00:00:00	{FailedExecution,SlowExecution}	{}	{18547b23502ced580000000000000001,18547b23502fdf400000000000000001}	1555565	NULL		Failed
b964cd60-696d-4f82-af20-bb5fcaf18439	\x81b0677d6b3ee1fa	SET statement_timeout = _ ; TABLE system.external_connections	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.532112	2025-07-22 05:19:06.552883	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b234eedfce80000000000000001,18547b234ef3fc100000000000000001}	7876	NULL		Failed
881703b9-08c9-4fc4-bf21-a031e52090d7	\x9bec7e682c6e8d99	SET statement_timeout = _ ; TABLE system.eventlog	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.510472	2025-07-22 05:19:06.531913	root	$ internal cockroach zip	1635	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b234da350900000000000000001,18547b234da9bd180000000000000001}	903249	NULL		Failed
2a3f5bde-4567-4fd3-9a75-8640856881f0	\xc59eaf39695f7108	SET statement_timeout = _ ; SELECT id, descriptor FROM system.descriptor	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.502773	2025-07-22 05:19:06.510329	root	$ internal cockroach zip	81	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b234d2e8df00000000000000001,18547b234d66c0a80000000000000001}	46250	NULL		Failed
f6b93159-9871-4a96-a4d2-7ba45fc9cb1c	\xdd973e50848e1ff5	SET statement_timeout = _ ; TABLE system.database_role_settings	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.486869	2025-07-22 05:19:06.502601	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b234c3c13b80000000000000001,18547b234c400f400000000000000001}	8084	NULL		Failed
1bdbb262-63f8-4981-a58a-d3d0db18084a	\xab8581fd6fe94e9e	SET statement_timeout = _ ; TABLE crdb_internal.zones	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.438898	2025-07-22 05:19:06.486661	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23495fcae00000000000000001,18547b2349653d680000000000000001}	68668	NULL		Failed
cbc38655-9b72-4c3e-aa0a-41b634da571a	\x5a911045bee0f91d	SET statement_timeout = _ ; WITH fingerprint_queries AS (SELECT DISTINCT fingerprint_id, metadata->>_ AS query FROM system.statement_statistics), transaction_fingerprints AS (SELECT DISTINCT fingerprint_id, transaction_fingerprint_id FROM system.statement_statistics), transaction_queries AS (SELECT tf.transaction_fingerprint_id, array_agg(fq.query) AS queries FROM fingerprint_queries AS fq JOIN transaction_fingerprints AS tf ON tf.fingerprint_id = fq.fingerprint_id GROUP BY tf.transaction_fingerprint_id) SELECT collection_ts, contention_duration, waiting_txn_id, waiting_txn_fingerprint_id, waiting_stmt_fingerprint_id, fq.query AS waiting_stmt_query, blocking_txn_id, blocking_txn_fingerprint_id, tq.queries AS blocking_txn_queries_unordered, contending_pretty_key, index_name, table_name, database_name FROM crdb_internal.transaction_contention_events LEFT JOIN fingerprint_queries AS fq ON fq.fingerprint_id = waiting_stmt_fingerprint_id LEFT JOIN transaction_queries AS tq ON tq.transaction_fingerprint_id = blocking_txn_fingerprint_id WHERE (fq.fingerprint_id != _) AND (tq.transaction_fingerprint_id != _)	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.312596	2025-07-22 05:19:06.43865	root	$ internal cockroach zip	65136	0	normal	0	NULL	00:00:00	{FailedExecution,SlowExecution}	{}	{18547b2341d874700000000000000001,18547b2341dfc3880000000000000001}	33416867	NULL		Failed
57e302fe-92bb-4acb-8e24-e436a2dcf614	\xd503a986e0e6e1f6	SET statement_timeout = _ ; TABLE crdb_internal.table_indexes	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.302702	2025-07-22 05:19:06.312378	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b234141b6980000000000000001,18547b234147e8880000000000000001}	146166	NULL		Failed
bd37db1f-6f3d-474e-8b7a-e067d05da750	\x8bfb4e1005ab6ee9	SET statement_timeout = _ ; SELECT * FROM crdb_internal.system_jobs	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.143172	2025-07-22 05:19:06.30243	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution,SlowExecution}	{}	{18547b2337bf38200000000000000001,18547b2337c270580000000000000001}	2899067	NULL		Failed
81ef5a95-2ae5-4c95-9cfc-e921516bc101	\xcf33586500aed5a4	SET statement_timeout = _ ; TABLE crdb_internal.super_regions	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.137325	2025-07-22 05:19:06.142992	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b233765f4900000000000000001,18547b23376967600000000000000001}	15458	NULL		Failed
1053852f-3329-41f7-967b-c98268ed6493	\x9332d79239303678	SET statement_timeout = _ ; TABLE crdb_internal.schema_changes	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.133116	2025-07-22 05:19:06.137099	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23372565380000000000000001,18547b233728f3600000000000000001}	22418	NULL		Failed
9297e938-5178-4947-8a53-60605cfabbee	\x03f73ad9892e3614	SET statement_timeout = _ ; TABLE crdb_internal.regions	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.131012	2025-07-22 05:19:06.132965	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23370556300000000000000001,18547b233708c9000000000000000001}	20708	NULL		Failed
4004af13-c442-4807-8f60-6dfd16787037	\x013d994e25a9e13d	SET statement_timeout = _ ; SELECT * FROM ROWS FROM (crdb_internal.probe_ranges(_::INTERVAL, _)) WHERE error != _ ORDER BY end_to_end_latency_ms DESC LIMIT _	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.100786	2025-07-22 05:19:06.130775	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23353804880000000000000001,18547b23353bd9000000000000000001}	27992987	NULL		Failed
ce1eb936-0de2-4da8-97f1-2b4d89283ff6	\x5fc4b0a62f93e84a	SET statement_timeout = _ ; TABLE crdb_internal.partitions	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.092168	2025-07-22 05:19:06.100593	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b2334b484780000000000000001,18547b2334b786000000000000000001}	17749	NULL		Failed
f6ecb1f7-0e4c-4864-9a11-1fa3ae406062	\xe5ce7a72d10b1281	SET statement_timeout = _ ; TABLE crdb_internal.kv_system_privileges	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.071702	2025-07-22 05:19:06.092014	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23337c66200000000000000001,18547b23338226c80000000000000001}	9084	NULL		Failed
55250011-7448-4867-9f2e-a2db44c5e19f	\x3f6efe30a1e4c27f	SET statement_timeout = _ ; TABLE crdb_internal.kv_store_status	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.068124	2025-07-22 05:19:06.071539	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23334596e00000000000000001,18547b23334842780000000000000001}	127791	NULL		Failed
8d05a251-01d3-4957-a710-9bfd4d39f714	\x80c62fe6bcf69ecc	SET statement_timeout = _ ; TABLE crdb_internal.kv_protected_ts_records	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.066238	2025-07-22 05:19:06.06797	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b233328d7800000000000000001,18547b233330a7800000000000000001}	22125	NULL		Failed
ca8066cd-127b-42f7-a292-3ead2401447a	\xce55a382c24dfc28	SET statement_timeout = _ ; TABLE crdb_internal.kv_node_status	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.059001	2025-07-22 05:19:06.066065	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b2332bb21900000000000000001,18547b2332c391b80000000000000001}	250291	NULL		Failed
63397224-4384-464b-b9ce-9f7996c682fc	\xa9525ee9bb11fb17	SET statement_timeout = _ ; TABLE crdb_internal.kv_node_liveness	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.056875	2025-07-22 05:19:06.058649	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23329b51080000000000000001,18547b2332a396380000000000000001}	37292	NULL		Failed
6c44af96-89c4-46ae-ac18-263c3d453915	\x36d6f97e3fded0b1	SET statement_timeout = _ ; TABLE crdb_internal.jobs	f	18547b231254ca000000000000000001	2025-07-22 05:19:06.019311	2025-07-22 05:19:06.056559	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b23305ca7c00000000000000001,18547b23305f8df00000000000000001}	2070912	NULL		Failed
b3447097-6dc4-43b2-afb1-f6abefa89a41	\x3a5f89a2ed03dbbd	SET statement_timeout = _ ; TABLE crdb_internal.invalid_objects	f	18547b231254ca000000000000000001	2025-07-22 05:19:05.994034	2025-07-22 05:19:06.019104	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b232edb05180000000000000001,18547b232eded1c00000000000000001}	24001	NULL		Failed
c0c34bd4-ebef-4cbb-b60e-8c63a7e3943f	\x9e7d1f7407deeff7	SET statement_timeout = _ ; TABLE crdb_internal.index_usage_statistics	f	18547b231254ca000000000000000001	2025-07-22 05:19:05.982967	2025-07-22 05:19:05.993853	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b232e3232580000000000000001,18547b232e36ca200000000000000001}	1682869	NULL		Failed
e498845d-9233-4036-9b41-2d76406d39b7	\xfa79d1e038c68d43	SET statement_timeout = _ ; TABLE crdb_internal.default_privileges	f	18547b231254ca000000000000000001	2025-07-22 05:19:05.971962	2025-07-22 05:19:05.982772	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b232d8a88780000000000000001,18547b232d8d8de80000000000000001}	98420	NULL		Failed
17724913-6eb5-4737-89f7-1d8385d6701e	\xdf03353e1d238f87	SET statement_timeout = _ ; TABLE crdb_internal.cluster_transactions	f	18547b231254ca000000000000000001	2025-07-22 05:19:05.968799	2025-07-22 05:19:05.97175	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b232d5a6ff80000000000000001,18547b232d62fb780000000000000001}	33333	NULL		Failed
03f83d4a-6c8c-428e-a8d1-5cfc29a630f6	\x7dcf6ac6866406af	SET statement_timeout = _ ; TABLE crdb_internal.cluster_settings	f	18547b231254ca000000000000000001	2025-07-22 05:19:05.959282	2025-07-22 05:19:05.968523	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547b232cc90d380000000000000001,18547b232ccc80080000000000000001}	872632	NULL		Failed
